workload,workload_type,workload_size,workload_spread,workload_extra,algorithm,frames,time_ms_op,time_error,gc_alloc_norm_KB_op,gc_alloc_norm_error_KB
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,Otimo,4,0.345,0.004,99.979,0.0
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,Otimo,8,0.37,0.003,86.51,0.0
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,Otimo,16,0.251,0.002,72.025,0.0
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,Otimo,32,0.067,0.002,64.571,0.0
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,Otimo,4,28.775,0.343,11234.575,0.039
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,Otimo,8,43.753,0.935,12778.711,0.01
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,Otimo,16,65.784,1.744,15512.353,0.021
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,Otimo,32,107.133,2.232,19888.222,0.0
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,Otimo,4,29.127,1.211,10878.217,0.046
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,Otimo,8,43.094,0.538,12231.627,0.008
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,Otimo,16,64.962,0.558,14637.391,0.0
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,Otimo,32,103.959,1.17,18455.113,0.002
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,Otimo,4,26.071,0.394,6514.956,0.003
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,Otimo,8,36.239,1.963,6206.343,0.051
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,Otimo,16,49.781,0.46,5909.795,0.013
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,Otimo,32,62.566,0.836,5811.017,0.02
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,Otimo,4,16.223,0.182,4188.96,0.002
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,Otimo,8,13.394,0.254,3992.067,0.002
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,Otimo,16,8.595,0.206,3002.628,0.001
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,Otimo,32,6.42,0.039,2877.442,0.0
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,Otimo,4,2.613,0.032,1136.635,0.0
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,Otimo,8,3.787,0.034,1284.44,0.0
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,Otimo,16,5.597,0.056,1595.905,0.0
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,Otimo,32,8.311,0.103,2065.486,0.001
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,Otimo,4,2.624,0.086,1198.291,0.001
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,Otimo,8,3.745,0.059,1337.642,0.0
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,Otimo,16,5.426,0.043,1568.529,0.0
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,Otimo,32,8.22,0.099,1935.798,0.001
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,Otimo,4,2.375,0.032,679.571,0.0
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,Otimo,8,3.302,0.108,647.671,0.001
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,Otimo,16,4.093,0.038,622.332,0.0
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,Otimo,32,5.107,0.157,616.589,0.001
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,Otimo,4,1.525,0.01,456.479,0.0
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,Otimo,8,1.183,0.009,377.758,0.0
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,Otimo,16,0.76,0.017,347.458,15.09
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,Otimo,32,0.528,0.011,328.91,4.831
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,Otimo,4,0.417,0.003,142.745,0.0
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,Otimo,8,0.561,0.012,136.715,0.0
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,Otimo,16,0.678,0.014,131.778,0.0
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,Otimo,32,0.837,0.013,156.388,0.0
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,Otimo,4,0.269,0.003,90.924,0.0
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,Otimo,8,0.213,0.002,75.798,0.0
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,Otimo,16,0.128,0.003,69.891,3.212
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,Otimo,32,0.086,0.002,67.047,0.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,Otimo,4,215.343,8.509,155658.848,0.005
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,Otimo,8,350.091,13.015,200627.438,0.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,Otimo,16,635.465,60.501,288313.906,0.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,Otimo,32,1383.503,71.634,454749.594,0.0
sequencial_grande_amplo,sequencial,grande,amplo,,Otimo,4,18.564,0.194,16584.093,0.002
sequencial_grande_amplo,sequencial,grande,amplo,,Otimo,8,28.646,0.406,22478.128,0.004
sequencial_grande_amplo,sequencial,grande,amplo,,Otimo,16,53.894,0.477,33612.371,0.0
sequencial_grande_amplo,sequencial,grande,amplo,,Otimo,32,100.791,0.958,53348.819,0.038
sequencial_grande_medio,sequencial,grande,medio,,Otimo,4,19.321,0.156,6063.505,0.001
sequencial_grande_medio,sequencial,grande,medio,,Otimo,8,30.275,0.102,5937.325,0.004
sequencial_grande_medio,sequencial,grande,medio,,Otimo,16,50.891,0.549,5685.291,0.0
sequencial_grande_medio,sequencial,grande,medio,,Otimo,32,78.304,1.853,5181.235,0.018
sequencial_medio_amplo,sequencial,medio,amplo,,Otimo,4,1.554,0.011,1615.542,0.0
sequencial_medio_amplo,sequencial,medio,amplo,,Otimo,8,2.48,0.033,2053.267,0.0
sequencial_medio_amplo,sequencial,medio,amplo,,Otimo,16,4.262,0.055,2544.857,0.0
sequencial_medio_amplo,sequencial,medio,amplo,,Otimo,32,7.856,0.128,2593.287,0.001
sequencial_medio_medio,sequencial,medio,medio,,Otimo,4,1.727,0.01,599.48,0.0
sequencial_medio_medio,sequencial,medio,medio,,Otimo,8,2.771,0.028,586.987,0.0
sequencial_medio_medio,sequencial,medio,medio,,Otimo,16,4.53,0.046,562.14,0.0
sequencial_medio_medio,sequencial,medio,medio,,Otimo,32,6.661,0.321,512.42,0.002
sequencial_minimo_restrito,sequencial,minimo,restrito,,Otimo,4,0.073,0.001,28.204,0.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,Otimo,8,0.09,0.001,25.016,0.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,Otimo,16,0.056,0.0,18.907,0.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,Otimo,32,0.012,0.001,15.766,0.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,Otimo,4,0.333,0.006,110.33,0.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,Otimo,8,0.415,0.004,97.3,0.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,Otimo,16,0.261,0.012,71.439,0.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,Otimo,32,0.048,0.006,58.383,0.025
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,Random,4,48.289,0.402,77168.142,0.001
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,Random,8,54.761,1.684,76631.293,0.015
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,Random,16,53.023,0.571,75574.868,0.011
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,Random,32,52.641,0.521,73454.353,0.014
aleatorio_grande_amplo,aleatorio,grande,amplo,,Random,4,4.835,0.03,7723.853,0.0
aleatorio_grande_amplo,aleatorio,grande,amplo,,Random,8,5.389,0.136,7670.403,0.001
aleatorio_grande_amplo,aleatorio,grande,amplo,,Random,16,5.31,0.056,7559.676,0.0
aleatorio_grande_amplo,aleatorio,grande,amplo,,Random,32,5.02,0.04,7354.229,0.0
aleatorio_grande_enorme,aleatorio,grande,enorme,,Random,4,4.574,0.058,8961.101,0.0
aleatorio_grande_enorme,aleatorio,grande,enorme,,Random,8,5.22,0.15,8945.559,0.001
aleatorio_grande_enorme,aleatorio,grande,enorme,,Random,16,4.992,0.041,8913.612,0.0
aleatorio_grande_enorme,aleatorio,grande,enorme,,Random,32,4.986,0.036,8852.338,0.0
aleatorio_grande_medio,aleatorio,grande,medio,,Random,4,3.497,0.202,2998.438,0.001
aleatorio_grande_medio,aleatorio,grande,medio,,Random,8,3.846,0.033,2875.471,0.0
aleatorio_grande_medio,aleatorio,grande,medio,,Random,16,3.992,0.087,2624.621,0.001
aleatorio_grande_medio,aleatorio,grande,medio,,Random,32,3.153,0.034,2129.248,0.0
aleatorio_medio_amplo,aleatorio,medio,amplo,,Random,4,0.459,0.005,769.573,0.0
aleatorio_medio_amplo,aleatorio,medio,amplo,,Random,8,0.524,0.012,764.246,0.0
aleatorio_medio_amplo,aleatorio,medio,amplo,,Random,16,0.518,0.003,753.55,0.0
aleatorio_medio_amplo,aleatorio,medio,amplo,,Random,32,0.492,0.023,733.933,0.0
aleatorio_medio_enorme,aleatorio,medio,enorme,,Random,4,0.436,0.005,896.964,0.0
aleatorio_medio_enorme,aleatorio,medio,enorme,,Random,8,0.493,0.006,895.636,0.0
aleatorio_medio_enorme,aleatorio,medio,enorme,,Random,16,0.504,0.014,892.597,0.0
aleatorio_medio_enorme,aleatorio,medio,enorme,,Random,32,0.497,0.009,886.074,0.0
aleatorio_medio_medio,aleatorio,medio,medio,,Random,4,0.379,0.023,301.432,0.0
aleatorio_medio_medio,aleatorio,medio,medio,,Random,8,0.4,0.022,288.37,0.0
aleatorio_medio_medio,aleatorio,medio,medio,,Random,16,0.398,0.019,264.096,0.0
aleatorio_medio_medio,aleatorio,medio,medio,,Random,32,0.311,0.004,215.916,0.0
aleatorio_medio_restrito,aleatorio,medio,restrito,,Random,4,0.278,0.02,249.33,0.062
aleatorio_medio_restrito,aleatorio,medio,restrito,,Random,8,0.273,0.002,187.4,0.0
aleatorio_medio_restrito,aleatorio,medio,restrito,,Random,16,0.129,0.003,65.876,0.0
aleatorio_medio_restrito,aleatorio,medio,restrito,,Random,32,0.054,0.002,1.221,0.007
aleatorio_minimo_medio,aleatorio,minimo,medio,,Random,4,0.02,0.0,15.211,0.0
aleatorio_minimo_medio,aleatorio,minimo,medio,,Random,8,0.018,0.0,14.617,0.0
aleatorio_minimo_medio,aleatorio,minimo,medio,,Random,16,0.015,0.0,14.0,0.0
aleatorio_minimo_medio,aleatorio,minimo,medio,,Random,32,0.013,0.0,12.008,0.0
aleatorio_minimo_restrito,aleatorio,minimo,restrito,,Random,4,0.014,0.0,12.836,0.0
aleatorio_minimo_restrito,aleatorio,minimo,restrito,,Random,8,0.012,0.0,10.149,0.0
aleatorio_minimo_restrito,aleatorio,minimo,restrito,,Random,16,0.006,0.0,3.719,0.0
aleatorio_minimo_restrito,aleatorio,minimo,restrito,,Random,32,0.003,0.0,1.25,0.0
aleatorio_pequeno_amplo,aleatorio,pequeno,amplo,,Random,4,0.091,0.001,153.883,0.0
aleatorio_pequeno_amplo,aleatorio,pequeno,amplo,,Random,8,0.103,0.002,152.493,0.0
aleatorio_pequeno_amplo,aleatorio,pequeno,amplo,,Random,16,0.103,0.001,151.704,0.0
aleatorio_pequeno_amplo,aleatorio,pequeno,amplo,,Random,32,0.097,0.002,147.04,0.0
aleatorio_pequeno_medio,aleatorio,pequeno,medio,,Random,4,0.077,0.004,60.274,0.0
aleatorio_pequeno_medio,aleatorio,pequeno,medio,,Random,8,0.08,0.002,58.18,0.0
aleatorio_pequeno_medio,aleatorio,pequeno,medio,,Random,16,0.075,0.001,53.626,0.0
aleatorio_pequeno_medio,aleatorio,pequeno,medio,,Random,32,0.057,0.002,42.727,0.0
aleatorio_pequeno_restrito,aleatorio,pequeno,restrito,,Random,4,0.059,0.001,50.211,0.0
aleatorio_pequeno_restrito,aleatorio,pequeno,restrito,,Random,8,0.051,0.001,37.586,0.0
aleatorio_pequeno_restrito,aleatorio,pequeno,restrito,,Random,16,0.025,0.001,12.813,0.0
aleatorio_pequeno_restrito,aleatorio,pequeno,restrito,,Random,32,0.012,0.003,1.149,0.0
fases_extragrande_amplo_f8,fases,extragrande,amplo,f8,Random,4,40.635,2.31,73350.795,0.018
fases_extragrande_amplo_f8,fases,extragrande,amplo,f8,Random,8,43.907,0.468,69081.27,0.001
fases_extragrande_amplo_f8,fases,extragrande,amplo,f8,Random,16,40.383,3.413,60557.376,0.025
fases_extragrande_amplo_f8,fases,extragrande,amplo,f8,Random,32,25.683,0.286,43590.976,0.004
fases_grande_amplo_f8,fases,grande,amplo,f8,Random,4,3.711,0.042,7326.486,0.0
fases_grande_amplo_f8,fases,grande,amplo,f8,Random,8,3.92,0.037,6903.253,0.0
fases_grande_amplo_f8,fases,grande,amplo,f8,Random,16,3.928,0.067,6057.542,0.0
fases_grande_amplo_f8,fases,grande,amplo,f8,Random,32,2.535,0.029,4356.322,0.0
fases_grande_enorme_f8,fases,grande,enorme,f8,Random,4,4.373,0.03,8857.006,0.0
fases_grande_enorme_f8,fases,grande,enorme,f8,Random,8,5.073,0.054,8738.167,0.0
fases_grande_enorme_f8,fases,grande,enorme,f8,Random,16,4.807,0.026,8494.22,0.0
fases_grande_enorme_f8,fases,grande,enorme,f8,Random,32,4.365,0.089,8019.85,0.001
fases_grande_medio_f4,fases,grande,medio,f4,Random,4,3.712,0.456,4988.025,0.065
fases_grande_medio_f4,fases,grande,medio,f4,Random,8,4.327,0.051,4599.35,0.0
fases_grande_medio_f4,fases,grande,medio,f4,Random,16,3.514,0.304,3838.282,0.064
fases_grande_medio_f4,fases,grande,medio,f4,Random,32,2.006,0.017,2292.568,0.0
fases_medio_amplo_f8,fases,medio,amplo,f8,Random,4,0.408,0.004,730.823,0.0
fases_medio_amplo_f8,fases,medio,amplo,f8,Random,8,0.421,0.014,692.386,0.0
fases_medio_amplo_f8,fases,medio,amplo,f8,Random,16,0.368,0.003,608.237,0.0
fases_medio_amplo_f8,fases,medio,amplo,f8,Random,32,0.25,0.002,447.088,0.0
fases_medio_enorme_f4,fases,medio,enorme,f4,Random,4,0.437,0.003,894.105,0.0
fases_medio_enorme_f4,fases,medio,enorme,f4,Random,8,0.483,0.021,886.105,0.0
fases_medio_enorme_f4,fases,medio,enorme,f4,Random,16,0.494,0.035,876.253,0.0
fases_medio_enorme_f4,fases,medio,enorme,f4,Random,32,0.448,0.007,849.589,0.0
fases_medio_medio_f4,fases,medio,medio,f4,Random,4,0.384,0.018,507.323,0.0
fases_medio_medio_f4,fases,medio,medio,f4,Random,8,0.421,0.005,466.339,0.0
fases_medio_medio_f4,fases,medio,medio,f4,Random,16,0.342,0.004,387.69,0.0
fases_medio_medio_f4,fases,medio,medio,f4,Random,32,0.21,0.002,240.072,0.0
fases_medio_restrito_f2,fases,medio,restrito,f2,Random,4,0.308,0.003,261.776,0.0
fases_medio_restrito_f2,fases,medio,restrito,f2,Random,8,0.307,0.003,210.869,0.0
fases_medio_restrito_f2,fases,medio,restrito,f2,Random,16,0.187,0.003,111.314,0.0
fases_medio_restrito_f2,fases,medio,restrito,f2,Random,32,0.056,0.007,3.228,0.003
fases_pequeno_medio_f4,fases,pequeno,medio,f4,Random,4,0.075,0.001,100.977,0.0
fases_pequeno_medio_f4,fases,pequeno,medio,f4,Random,8,0.078,0.004,93.024,0.0
fases_pequeno_medio_f4,fases,pequeno,medio,f4,Random,16,0.065,0.002,78.079,0.0
fases_pequeno_medio_f4,fases,pequeno,medio,f4,Random,32,0.042,0.0,52.821,0.0
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,Random,4,0.061,0.001,52.618,0.0
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,Random,8,0.058,0.002,42.993,0.0
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,Random,16,0.037,0.001,23.438,0.0
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,Random,32,0.012,0.0,3.258,0.0
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,Random,4,4.961,0.049,6113.776,0.0
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,Random,8,5.604,0.057,6050.905,0.001
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,Random,16,5.597,0.036,5925.069,0.0
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,Random,32,5.249,0.048,5676.403,0.0
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,Random,4,4.94,0.049,5921.744,0.0
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,Random,8,5.61,0.415,5851.436,0.003
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,Random,16,5.419,0.052,5712.396,0.0
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,Random,32,5.117,0.056,5447.636,0.0
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,Random,4,3.864,0.056,3811.815,0.0
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,Random,8,4.464,0.142,3654.1,0.001
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,Random,16,4.027,0.057,3353.308,0.001
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,Random,32,3.474,0.028,2810.484,0.0
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,Random,4,2.703,0.313,2142.065,0.064
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,Random,8,2.108,0.015,1306.428,0.0
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,Random,16,1.331,0.039,546.993,0.0
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,Random,32,0.821,0.109,199.638,0.001
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,Random,4,0.481,0.012,615.449,0.0
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,Random,8,0.549,0.009,608.168,0.0
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,Random,16,0.546,0.016,596.504,0.0
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,Random,32,0.523,0.006,571.183,0.0
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,Random,4,0.471,0.004,592.355,0.0
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,Random,8,0.535,0.005,585.449,0.0
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,Random,16,0.541,0.007,570.832,0.0
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,Random,32,0.498,0.016,547.167,0.0
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,Random,4,0.416,0.016,383.682,0.0
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,Random,8,0.438,0.005,367.48,0.0
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,Random,16,0.414,0.005,339.065,0.0
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,Random,32,0.344,0.022,282.674,0.062
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,Random,4,0.287,0.003,215.057,0.0
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,Random,8,0.214,0.002,132.931,0.0
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,Random,16,0.135,0.002,57.157,0.0
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,Random,32,0.071,0.001,20.946,0.0
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,Random,4,0.08,0.007,75.696,0.0
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,Random,8,0.083,0.001,72.102,0.0
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,Random,16,0.074,0.005,65.969,0.0
localidade_pequeno_medio_frequente70,localidade,pequeno,medio,frequente70,Random,32,0.058,0.001,56.305,0.0
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,Random,4,0.055,0.003,43.305,0.0
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,Random,8,0.041,0.001,27.43,0.0
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,Random,16,0.024,0.0,11.656,0.0
localidade_pequeno_restrito_frequente90,localidade,pequeno,restrito,frequente90,Random,32,0.015,0.0,5.445,0.0
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,Random,4,38.243,0.406,77750.495,0.006
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,Random,8,44.151,3.064,77750.473,0.019
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,Random,16,42.586,0.604,77750.656,0.001
sequencial_extragrande_amplo,sequencial,extragrande,amplo,,Random,32,42.8,1.286,77750.825,0.009
sequencial_grande_amplo,sequencial,grande,amplo,,Random,4,3.695,0.014,7775.267,0.0
sequencial_grande_amplo,sequencial,grande,amplo,,Random,8,3.667,0.035,7775.126,0.0
sequencial_grande_amplo,sequencial,grande,amplo,,Random,16,4.227,0.025,7775.404,0.0
sequencial_grande_amplo,sequencial,grande,amplo,,Random,32,4.179,0.285,7775.528,0.064
sequencial_grande_medio,sequencial,grande,medio,,Random,4,3.309,0.509,3125.288,0.066
sequencial_grande_medio,sequencial,grande,medio,,Random,8,3.358,0.37,3125.249,0.002
sequencial_grande_medio,sequencial,grande,medio,,Random,16,3.326,0.022,3120.382,0.0
sequencial_grande_medio,sequencial,grande,medio,,Random,32,3.754,0.291,2968.971,0.002
sequencial_medio_amplo,sequencial,medio,amplo,,Random,4,0.373,0.003,777.745,0.0
sequencial_medio_amplo,sequencial,medio,amplo,,Random,8,0.394,0.004,777.682,0.0
sequencial_medio_amplo,sequencial,medio,amplo,,Random,16,0.401,0.007,777.878,0.0
sequencial_medio_amplo,sequencial,medio,amplo,,Random,32,0.404,0.003,778.042,0.0
sequencial_medio_medio,sequencial,medio,medio,,Random,4,0.363,0.003,312.807,0.0
sequencial_medio_medio,sequencial,medio,medio,,Random,8,0.398,0.007,312.807,0.0
sequencial_medio_medio,sequencial,medio,medio,,Random,16,0.39,0.007,312.596,0.0
sequencial_medio_medio,sequencial,medio,medio,,Random,32,0.365,0.043,296.979,0.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,Random,4,0.019,0.0,15.899,0.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,Random,8,0.016,0.001,14.555,0.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,Random,16,0.009,0.0,7.0,0.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,Random,32,0.003,0.0,1.25,0.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,Random,4,0.075,0.001,62.68,0.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,Random,8,0.065,0.003,56.993,0.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,Random,16,0.038,0.001,24.907,0.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,Random,32,0.01,0.0,1.149,0.0
